County,Median Age,% High School Graduate or Higher,% Bachelor s Degree or Higher,Unemployment Rate (%),Ethnicity: % Hispanic,Race: % White Alone,Race: % African American Alone,Race: % American Indian & Alaska Native Alone,Race: % Asian Alone,Race: % Native Hawaiian and Other Pacific Islander Alone,Race: % Multi-Racial,Votes,Percent_Voted,Republicans 2016,Democrats 2016,Green 2016,Libertarians 2016,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Gini.Coefficient,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.obesity,Diabetes,Sexually.transmitted.infections,Uninsured,Violent.crime,Injury.deaths,CA,S,MAR,CFS,ACFS,Mean Alc,Max Alc,Mixedness,LEN_SEC,LN_MILES,DVMT,DTRKVMT,% lt_10,% 10_19,% 20_29,% 30_39,% 40_49,% 50-59,% 60_69,% 70_79,% 80_89,% over_90,nursing home capacity,prison capacity and jail employees,military installation,hospital beds,Life Expectancy,Age-Adjusted Death Rate,Motor Vehicle Mortality Rate,% Insufficient Sleep,% Enrolled in Free or Reduced Lunch,Segregation Index,% Homeowners,Years of Potential Life Lost Rate_x,% With Access to Exercise Opportunities,% Flu Vaccinated,Income inequality,Percent Urban,Percent Rural,Enplanements,Number,customs_Y,hub_Y,Total Market Value,Total Actual Levy,Total County Tax Rate,Total Appraised Value (Total Taxable Value for FM/FC),Total Appraised Value (Total Taxable Value for County Tax Purposes),Per Capita Income,Total Personal Income,Median Household Income,Average Annual Pay,% of Population in Poverty,% of Population Under 18 in Poverty,Population,Population Density,school,work,shelter_enforcement,shelter,event,testing,transport,Short,Score,Years of Potential Life Lost Rate_y,% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% Smokers,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,% Alcohol-Impaired,Chlamydia Rate,PCP Rate,Dentist Rate,MHP Rate,Preventable Hosp. Rate,% Receiving HbA1c,% Mammography,Graduation Rate,% Some College,Labor Force,Association Rate,Average Daily PM2.5,% Severe Housing Problems,% Drive Alone,% Long Commute - Drives Alone,Yes,Policy Score
Deafsmith,31.4,71.8,14.2,3.1,73.06,94.64,1.83,1.74,0.57,0.08,1.13,4201.0,0.222841078,69.29302547,28.20756963,0.333253987,2.166150916,48.7,0.39,22.9,16.2,21.4,6.25,11.45,21.8,0.08,97.2,0.297,0.317,0.092,316.4,0.314,377.99,54.6,-1.567175861,-1.00387881,0.944454084,0.000107256,0.000107256,0.000123709,0.0005674780000000001,0.451213287,1341.263,2740.7419999999993,907913.8320000024,215782.5509999998,0.1689016275975023,0.1697717268911864,0.14070017401985874,0.12611321527280173,0.11398300747261747,0.1053843791585628,0.09340771829255808,0.04857201351213021,0.026973078104207186,0.006193059678575084,120.0,0.0,0.0,42.0,77.8,402.0,20.0,33,79.0,20.0,63,7894.0,81,35.0,3.9,82.29,17.71,0.0,1.0,0.0,0.0,2442996365.0,7493783.0,0.53,0.0,1413921342.0,40470.0,759213000.0,44230.0,41992.0,17.5,25.3,18546,12.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,17.0,7657.3490255,24.232103076999998,4.0406500458,3.6169022164999998,14.989516802,8.5,25.1,83.512285773,17.541337169000002,33.333333333,453.2,21.10595,37.17472,10.62135,39.08,79.48717948699999,40.875912409,88.6,46.13924050600001,8614,11.080624735999999,7.2,14.653784219,82.666506948,8.9,1,6.0
Delta,42.8,86.3,18.6,3.3,7.57,87.28,6.49,2.43,0.72,0.06,3.02,2279.0,0.427419355,80.56164985,17.5515577,0.30715226,1.579640193,57.5,0.451,25.35,15.9,20.95,1.6,13.55,22.7,0.09,51.0,0.29100000000000004,0.299,0.116,249.4,0.257,130.84,83.9,-0.62411465,-0.5187974,0.477536675,1.5908e-05,1.5908e-05,2.33439e-05,0.000115529,-0.8350084320000001,463.585,947.97,277675.978,46492.56000000001,0.11624384702764105,0.11359333585762968,0.1010980689132904,0.10696705793260128,0.10545248012116623,0.136501325255585,0.14407421431276032,0.1156758803483529,0.048277167739492616,0.0121166224914805,100.0,0.0,0.0,0.0,73.0,589.0,38.0,31,63.0,31.0,74,13278.0,69,42.0,4.6,0.0,100.0,0.0,0.0,0.0,0.0,581694622.0,2070539.0,0.706961,0.0,292878758.0,34803.0,186160000.0,44410.0,25868.0,17.2,26.0,5331,20.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10840.751875,17.266005117,3.9081928188,3.8927879058999997,16.702110188,6.7,29.7,67.52055056399999,17.004619658,50.0,171.8,,,38.35091,42.18,75.0,50.0,95.5,57.11627907,2566,15.33448342,9.3,16.883116883,85.981808454,48.8,0,
Denton,35.5,92.0,42.2,3.3,19.45,77.17,10.25,0.85,9.02,0.11,2.6,293287.0,0.460254414,57.68240665,37.50592423,0.8977554409999999,3.913913675,52.1,0.422,41.05,13.55,29.25,0.15,7.3,8.65,0.07,26.8,0.224,0.295,0.084,285.0,0.175,186.09,34.3,0.640207479,1.062187204,0.641576873,-0.000144135,0.000144135,0.000226928,0.0007906069999999999,0.476716045,4205.827000000028,9780.220000000034,35338613.30299973,3134956.0179999764,0.12243786304277388,0.15397592002141278,0.1543492348220533,0.13280263151716076,0.14957244889813434,0.13404349234822052,0.08934550167404688,0.0459341557215776,0.014761195922181471,0.002777556032438473,2247.0,0.0,0.0,1526.0,81.8,231.0,7.0,29,32.0,30.0,64,4350.0,94,52.0,4.1,93.09,6.91,123.0,7.0,0.0,0.0,108643000000.0,222017782.0,0.22557399999999997,0.0,98423480585.0,55933.0,48049894000.0,88384.0,50734.0,7.3,8.1,887207,754.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4233.1493814000005,11.74704037,2.9624823412,3.121017073,14.256435937000001,7.5,20.3,88.785476914,21.224188111,24.509803922,304.2,63.924200000000006,53.46201,99.48151,53.02,85.93779453299999,63.934807916000004,94.0,76.090032265,443801,5.8928123062,10.9,14.313091388,80.65098906899999,46.8,1,6.0
Dewitt,41.8,79.9,14.6,4.4,35.32,87.81,9.63,0.92,0.38,0.03,1.23,6143.0,0.3765186475,76.50252378,20.73515843,0.3968467775,2.0857547170000004,39.55,0.444,28.175,17.9,22.4,1.85,12.825,13.925,0.08,64.1,0.32299999999999995,0.29600000000000004,0.107,315.7,0.265,233.19,74.0,0.215742407,-0.7798341605000001,0.7675929100000001,3.35221e-05,4.225015e-05,9.803425e-05,0.00044537099999999996,-0.10567452449999999,998.083499999998,2088.2604999999985,1539980.1944999984,272547.12600000034,0.1222179768841341,0.113191326774286,0.11534052918139268,0.1268984621262776,0.12217021683064284,0.13172222752889484,0.12274333747253795,0.0872098576750406,0.046422771993504634,0.012083293533288757,0.0,1656.0,0.0,0.0,76.5,440.0,20.0,32,73.0,22.0,75,8228.0,60,29.0,5.5,50.38,49.62,0.0,0.0,0.0,0.0,6611900010.0,22161832.0,0.46937,4711093563.0,4725163753.0,54549.0,1101182000.0,49208.0,44910.0,18.4,25.2,20160,22.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8361.697369900001,19.413754347,3.7692089149,3.580299858,15.329662476,7.5,29.9,62.969597451999995,17.31512271,25.0,618.8,43.27547,23.96358,9.58543,56.5,79.132791328,50.480769231000004,93.4,46.208186162,9376,14.905996057000001,8.2,14.01734104,85.419926969,34.6,0,7.0
Dickens,42.6,78.5,14.3,4.7,29.56,88.86,5.66,2.26,1.31,0.09,1.81,909.0,0.369362048,83.05830583,14.08140814,0.330033003,2.530253025,78.1,0.478,27.5,21.85,18.95,10.75,13.75,7.25,0.08,61.1,0.331,0.294,0.107,315.7,0.27,122.23,74.0,1.270201538,-1.494874167,0.8837292729999999,-3.35883e-05,3.35883e-05,0.000210088,0.000991169,0.199784058,690.5229999999996,1446.009999999998,217687.5940000002,50649.77999999999,0.07538802660753881,0.10643015521064303,0.13259423503325946,0.12062084257206207,0.12594235033259424,0.1139689578713969,0.1343680709534368,0.10953436807095343,0.06341463414634146,0.017738359201773836,0.0,0.0,0.0,0.0,78.1,413.0,23.0,31,65.0,26.0,73,8381.5,37,26.0,6.9,0.0,100.0,0.0,0.0,0.0,0.0,747551590.0,2271858.0,0.85,0.0,267277415.0,31586.0,71036000.0,39627.0,32808.0,20.3,27.5,2211,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5494.7080823,20.433797763,3.9099839967000003,3.6242802892,16.393445105,7.2,27.4,37.070376431999996,17.459395354,0.0,,45.33092,0.0,,90.74,73.469387755,37.5,92.0,54.003407155,690,27.198549411,6.8,9.1397849462,67.803547067,24.3,0,
Dimmit,34.2,66.6,10.5,5.1,87.46,96.11,1.58,0.75,0.71,0.02,0.83,3225.0,0.325297559,30.20155039,67.37984496,0.651162791,1.76744186,28.3,0.45,23.9,26.45,21.8,2.25,14.0,11.55,0.08,87.4,0.35700000000000004,0.306,0.108,573.2,0.271,471.24,72.7,-0.278466607,-2.219346485,1.209179865,1.492e-05,1.492e-05,0.000405068,0.001117384,0.967280065,489.78999999999934,989.7399999999986,704013.9039999995,146388.3950000001,0.16656965463717502,0.15357004268529298,0.139988358556461,0.1237873496313543,0.10477299185098952,0.1043849437330229,0.09866123399301513,0.06655025223127667,0.03259604190919674,0.009119130772215754,100.0,0.0,0.0,48.0,79.6,401.0,28.0,33,77.0,14.0,72,7766.0,68,33.0,6.2,60.52,39.48,19.0,1.0,0.0,0.0,6706507383.0,17498915.0,0.3108,5668988864.0,5630281546.0,36639.0,377675000.0,37177.0,55874.0,24.6,35.8,10124,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9258.7825485,30.707616553,4.5209493595,3.8810450484,16.091347145,8.2,27.5,65.416166467,15.041861359,18.181818182,658.3,63.752280000000006,27.79322,27.79322,118.49,69.78021978,44.444444444,85.2,44.687624353000004,6203,7.2859744991,7.0,16.781292985,85.050089905,15.2,0,
Donley,42.1,87.3,16.5,3.6,11.24,91.69,5.1,0.85,0.63,0.06,1.66,1460.0,0.395663957,83.90410959,13.01369863,0.342465753,2.739726027,0.0,0.409,33.8,20.3,18.3,3.35,14.6,9.7,0.09,37.7,0.382,0.313,0.118,465.6,0.28600000000000003,194.9,74.0,0.060199374000000014,-0.332973799,0.963242484,6.86254e-05,6.86254e-05,7.55165e-05,0.000438395,0.173863319,695.2390000000007,1476.943,1466776.2650000018,577386.5839999986,0.11894799760908548,0.13120143454871488,0.12193664076509265,0.09892408846383742,0.08876270173341302,0.1246264196054991,0.1401673640167364,0.11057979677226537,0.052898983861326965,0.011954572624028692,61.0,0.0,0.0,0.0,75.2,492.0,23.0,30,55.0,12.0,75,8381.5,78,21.0,4.2,0.0,100.0,0.0,1.0,0.0,0.0,838813465.0,1717351.0,0.69984,243464722.0,245878676.0,45736.0,151799000.0,40945.0,35153.0,18.6,27.8,3278,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,17.0,9098.7690153,15.684622854,3.555220611,3.6076648398000004,14.658549555999999,6.7,27.1,17.976611368,18.316116144000002,12.5,169.3,28.579590000000003,29.368579999999998,,29.82,87.878787879,54.347826087,94.3,58.609794629,1554,25.721634753000004,6.9,10.588235294,73.147518695,28.8,0,
Duval,36.3,67.1,8.9,7.7,89.56,96.62,1.42,0.81,0.44,0.12,0.59,4159.0,0.346872394,31.64222169,66.91512383,0.264486655,1.1781678290000002,25.2,0.467,19.8,24.5,18.45,3.45,15.95,17.85,0.1,84.7,0.379,0.301,0.102,437.1,0.251,620.98,66.6,-1.5474954369999998,-1.948886111,0.90924956,-8.74987e-05,8.74987e-05,0.000330297,0.000796245,0.77321587,786.3169999999997,1586.4749999999995,432122.2430000008,74703.46099999997,0.1517523896222121,0.13245334547109694,0.13900773782430587,0.1124260355029586,0.1081474738279472,0.11688666363222575,0.09931725079654072,0.08975876194811105,0.04105598543468366,0.00919435593991807,90.0,0.0,0.0,0.0,74.9,537.0,24.0,34,74.0,15.0,63,11679.0,58,34.0,5.2,32.96,67.04,0.0,1.0,0.0,0.0,2560741164.0,7910206.0,1.1,726775271.0,717899285.0,36418.0,408323000.0,35156.0,38553.0,25.5,36.1,11157,6.57,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14760.535981,32.215434423000005,4.6636655897,3.8397129484,16.524380514,7.6,26.7,21.490409099,14.608277385,8.3333333333,789.0,,,8.75044,67.88,85.652173913,44.705882353,84.5,42.925989673000004,4845,4.3905865824,7.5,18.367346939,69.21337019399999,28.5,1,4.0
Eastland,42.5,82.8,14.6,4.3,16.59,94.58,2.12,1.18,0.64,0.06,1.41,6935.0,0.376472504,86.63302091,11.18961788,0.447007931,1.73035328,36.9,0.451,27.75,20.7,21.9,2.3,12.65,14.7,0.08,51.3,0.36,0.324,0.126,209.3,0.282,211.66,88.4,0.618618535,-1.257149266,0.79785361,4.40177e-05,4.40177e-05,0.000156419,0.0005879030000000001,0.01973702,1411.412000000002,2935.732000000005,3397118.203000002,1274105.8139999965,0.1231986130675046,0.13154187886011487,0.11653483584353667,0.10342398959800628,0.10114855347274894,0.12747860006501247,0.13311301332755446,0.10586195687506772,0.047296565174991874,0.01040199371546213,322.0,0.0,0.0,52.0,76.5,441.0,23.0,29,62.0,14.0,76,8287.0,53,40.0,4.7,39.65,60.35,6.0,3.0,0.0,0.0,2833769450.0,7330016.0,0.47535,0.0,1542025025.0,71142.0,1303469000.0,44773.0,54155.0,18.7,26.1,18360,20.06,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.635,15.0,10291.154048999999,17.810980119,3.8356177889999996,3.7563241866,16.171746838,6.4,29.8,52.725609428,17.592262534,17.948717949000002,269.6,38.52292,32.833529999999996,16.41677,60.04,78.915662651,44.308943088999996,92.1,39.983305509000004,7371,16.509823345,7.6,11.692969870999999,85.086943708,17.4,1,5.0
Ector,30.6,75.1,15.2,4.1,60.58,90.52,5.12,1.42,1.25,0.22,1.47,36373.0,0.273359938,68.66631842,28.11151129,0.459131774,2.763038518,34.7,0.473,22.25,16.7,27.3,0.25,16.0,17.55,0.1,95.9,0.387,0.32,0.104,580.3,0.275,666.43,76.2,-0.339167925,-1.057759,0.902789628,5.31354e-05,5.31354e-05,0.00011443,0.000475542,0.106175378,1581.1919999999955,3595.9999999999945,8496664.371,1859911.8010000002,0.1672553857079015,0.1588255820360088,0.16371694959871194,0.1531138849947046,0.1113627876509804,0.10039853320191736,0.07900874814048449,0.041995971814948366,0.02003685360791924,0.0042853032464233035,653.0,0.0,0.0,669.0,75.3,491.0,32.0,31,49.0,20.0,66,9475.0,71,39.0,4.4,90.54,9.46,38.0,1.0,0.0,0.0,13657911921.0,47578712.0,0.397,0.0,11984562160.0,47271.0,7663693000.0,60431.0,61871.0,12.9,17.9,166223,152.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,12.0,9290.2928921,19.06607837,3.5800612298,3.3722443527999997,14.842830870999999,8.4,31.8,63.81098228,19.527320535,35.443037975,705.0,58.95783,38.739509999999996,45.09024,55.31,74.50124688300001,47.956989246999996,77.8,48.942542506,75790,7.7774153892,7.6,17.056656378,82.28186393,22.6,1,5.0
Edwards,47.7,75.1,24.0,3.2,55.09,95.34,0.97,2.15,0.82,0.0,0.72,1065.0,0.544757033,69.57746479,28.35680751,0.469483568,1.596244131,39.7,0.626,32.35,12.0,21.8,3.7,20.3,9.9,0.08,72.9,0.414,0.28800000000000003,0.117,457.8,0.353,250.84,74.0,-0.996291088,-1.382518373,1.204398528,8.065640000000001e-05,8.065640000000001e-05,0.000228356,0.000812417,0.89058292,532.9459999999998,1086.406,102693.25800000007,28950.075999999994,0.11395713538944068,0.10820700470465236,0.1040250914793518,0.09200209095661263,0.08677469942498693,0.12859383167799268,0.15943544171458446,0.12545739675901724,0.06168322007318349,0.01986408782017773,0.0,0.0,0.0,0.0,76.9,364.0,23.0,29,71.0,26.0,82,8381.5,3,30.0,5.0,0.0,100.0,0.0,0.0,0.0,0.0,1767229944.0,2937923.0,0.6863,426762056.0,428385391.0,35182.0,67830000.0,37812.0,34591.0,22.1,37.3,1932,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.830868651,3.6115615236000003,3.3812165752,12.840870763,8.5,26.5,2.8471528472000003,15.969789734,40.0,372.5,0.0,0.0,,,69.565217391,,97.4,58.61111111100001,857,21.119324182,6.4,9.25,60.497835498,19.7,0,
Ellis,36.1,84.6,21.9,3.4,26.33,85.53,10.81,0.86,0.77,0.14,1.89,63064.0,0.432007344,71.0500444,25.6834327,0.510592414,2.755930483,40.4,0.404,31.1,14.7,26.6,0.3,12.7,14.6,0.08,46.6,0.281,0.29100000000000004,0.098,364.6,0.226,216.98,48.7,0.8395432559999999,0.14255536800000002,0.448291148,-4.8362e-06,4.8362e-06,4.6964e-05,0.000264622,-0.8748014120000001,2432.9200000000033,5215.176999999992,14645704.467000045,3084705.1280000093,0.13385298801441622,0.15254938116391473,0.141184030397005,0.12106277763808565,0.1263654904590283,0.1309920934260889,0.10722767021484647,0.06003408487693125,0.022306037493364624,0.0044254463163188335,1158.0,0.0,0.0,233.0,78.3,339.0,14.0,34,47.0,30.0,73,6614.0,66,50.0,4.0,68.02,31.98,0.0,3.0,0.0,0.0,17884373473.0,52053619.0,0.370533,0.0,15355774687.0,44313.0,7951417000.0,76792.0,44378.0,8.8,14.0,184826,159.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6536.157561399999,16.667524947,3.4083608687,3.4172175736000003,12.976217378,7.4,26.1,67.110487267,17.786105112999998,32.727272727,379.1,41.55666,31.45419,61.127959999999995,62.16,87.049335863,58.787878788,92.2,59.798994975,83699,9.533587562300001,10.2,14.378075847,82.117918269,45.0,1,3.0
Elpaso,32.3,76.5,21.7,4.6,82.81,91.98,3.94,1.04,1.34,0.22,1.48,210458.0,0.275100945,25.92773855,69.13921067,1.3845993019999998,3.548451473,42.5,0.47,28.6,19.85,27.5,0.4,9.8,13.85,0.09,68.7,0.366,0.234,0.084,551.7,0.309,416.96,41.2,-0.575393124,-0.98838961,1.152798996,0.0001508,0.0001508,0.000219989,0.000990383,1.155242782,4026.9780000000133,9470.693000000068,37749630.40600029,3307459.681999973,0.16252146496635986,0.1444439752648519,0.15161186649025513,0.13377365838095506,0.11801391586671545,0.11183599358162316,0.09219613583687564,0.053575617674933615,0.026064099315936156,0.0059632726214940545,2454.0,1387.0,1.0,1830.0,80.5,314.0,11.0,36,74.0,21.0,61,5972.0,82,32.0,4.8,97.83,2.17,1605486.0,3.0,1.0,1.0,47185500611.0,189678910.0,0.44781899999999997,0.0,42356154985.0,35856.0,30145813000.0,43948.0,38858.0,20.5,28.9,839238,790.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5860.4029975,28.497625410999998,4.5670664042,3.969468163,15.39111835,8.4,22.6,80.985877671,18.427408781,32.848837209,560.3,47.63084,43.799040000000005,79.12469,45.99,78.474635163,50.734843846000004,84.2,62.519392286000006,349468,4.8588248106,11.6,19.625388199,79.786093157,29.6,1,6.0
Erath,30.7,83.9,28.2,3.4,21.36,94.47,1.88,1.32,0.77,0.09,1.48,13810.0,0.376581588,81.13685735,15.63359884,0.492396814,2.737146995,43.5,0.466,30.55,13.35,25.75,4.45,10.9,15.15,0.07,30.6,0.294,0.281,0.091,342.3,0.32299999999999995,184.38,66.3,0.291349769,-0.390428447,0.7774896509999999,6.26192e-05,6.26192e-05,6.47039e-05,0.000637561,-0.120664046,1388.877999999997,2839.4769999999958,1772986.0250000004,339040.64600000065,0.11644504370466804,0.14971173516830946,0.20294774037567415,0.12309373256462712,0.1006602194532267,0.10807606472010414,0.0961037753394086,0.0650920587688302,0.030732750604426262,0.007136879300725312,270.0,0.0,0.0,98.0,78.3,352.0,23.0,31,53.0,45.0,64,6740.0,65,47.0,5.7,53.68,46.32,14.0,2.0,0.0,0.0,5778781040.0,14809942.0,0.4458,0.0,3322104578.0,39572.0,1679652000.0,47087.0,35913.0,18.1,20.1,42698,34.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6884.8365881,19.908742324000002,4.0314310656,3.9264174426999996,17.320968093,5.7,22.8,64.051200845,20.557949560999997,25.396825396999997,473.3,63.2265,50.40928,84.01545999999998,60.24,85.574572127,53.191489362,55.4,63.381871543,20168,12.402120519,8.0,22.592718612,82.74122346,17.8,1,4.0
Falls,39.3,75.7,11.9,4.2,23.34,71.99,24.46,1.1,0.53,0.21,1.71,5232.0,0.299707854,65.71100917,32.14831804,0.420489297,1.720183486,47.1,0.433,23.9,25.55,21.8,1.95,11.8,14.95,0.1,63.5,0.377,0.31,0.123,613.0,0.27,196.76,70.8,-0.75684459,-1.809275527,0.6744979729999999,-7.609319999999999e-05,7.609319999999999e-05,0.000218558,0.000751747,0.160641434,1248.052999999996,2551.8189999999936,1670449.2080000113,391258.6160000011,0.10919043503313168,0.11800633823105733,0.14635551714203401,0.13863439930855662,0.11385767790262173,0.12359550561797752,0.1170844137136272,0.07986171132238548,0.042178046672428686,0.011235955056179777,171.0,2415.0,0.0,36.0,77.0,442.0,17.0,35,82.0,38.0,74,8179.0,45,34.0,6.3,32.64,67.36,0.0,1.0,0.0,0.0,1802426847.0,6726086.0,0.948,0.0,709502798.0,34619.0,600118000.0,37428.0,37276.0,21.7,27.7,17297,23.34,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7479.5350846,22.067156081999997,4.234660305,4.0222636668,18.321909899,6.5,32.3,19.607074891,16.135391302000002,27.586206896999997,588.6,11.66725,23.157529999999998,11.57876,64.71,79.838709677,47.916666667,91.2,41.277867156999996,6579,14.000700035,9.1,16.1055505,78.43170899100001,46.8,1,4.0
Fannin,41.7,83.0,15.6,3.3,11.05,88.94,6.78,1.32,0.75,0.08,2.13,11972.0,0.358453846,79.65252255,17.73304377,0.38422987,2.2302038090000003,36.2,0.417,26.5,17.15,22.2,1.5,15.2,17.5,0.07,57.4,0.275,0.321,0.108,235.6,0.255,146.04,81.7,0.235612311,-0.765036912,0.767698801,9.32578e-05,9.32578e-05,9.73027e-05,0.001445793,0.093222985,1598.1669999999995,3210.4639999999986,1004127.5779999977,156641.07099999962,0.11194790486976218,0.11251415628539073,0.1243771234428086,0.12171574178935447,0.12004530011325028,0.1355889014722537,0.1299546998867497,0.09405436013590034,0.04105322763306908,0.008748584371460928,626.0,2595.0,0.0,317.0,74.4,512.0,34.0,32,58.0,17.0,73,10505.0,39,43.0,4.5,29.47,70.53,0.0,1.0,0.0,0.0,3628140039.0,11838354.0,0.589,0.0,2009907376.0,37605.0,1326925000.0,53111.0,41415.0,13.8,19.5,35514,38.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8969.478584100001,17.023404747,3.6937495422000004,3.7245399746,16.208623238,6.1,28.5,38.746867168,18.71727708,26.0,192.6,23.7438,23.50798,111.6629,83.67,82.268370607,59.007832898000004,94.4,49.101276807,15770,13.355889947,9.6,15.430267062,81.67766990300001,43.5,0,4.0
Fayette,47.3,81.7,17.1,3.2,21.29,90.52,6.52,1.21,0.44,0.06,1.25,11029.0,0.467588078,78.41146069,19.28551999,0.408015233,1.89500408,37.1,0.446,29.85,16.8,22.4,1.55,12.6,16.7,0.08,38.7,0.227,0.278,0.113,234.5,0.237,129.75,91.8,0.937715758,-0.189059614,0.490749613,2.47854e-05,2.47854e-05,2.86832e-05,0.00018158,-0.7615515759999999,1522.8940000000007,3195.567000000003,4483395.1469999915,1162219.252000008,0.12035425610086245,0.12074099856905285,0.1100282322001779,0.09262482113160846,0.09649224581351278,0.13439300769617513,0.14661406969099278,0.10944811849789224,0.05511080171713656,0.014193448582588856,504.0,0.0,0.0,65.0,79.5,323.0,27.0,30,55.0,17.0,81,6818.0,58,44.0,4.9,32.86,67.14,0.0,0.0,0.0,0.0,6910143625.0,13859247.0,0.444,3114728617.0,3125061740.0,53564.0,1357792000.0,55776.0,41065.0,13.3,19.4,25346,25.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6516.037430699999,16.106926528,3.4557214043,3.4825716013,13.424476057,7.3,24.9,55.28630773,17.206530782,27.450980391999998,265.8,39.82477,51.69192,19.88151,42.39,82.914572864,54.723127036,92.3,45.956437351999995,12439,19.912385504,8.5,12.0,83.968380851,24.3,1,
Fisher,46.0,82.8,18.4,3.5,28.35,91.8,4.12,1.13,0.54,0.18,2.22,1722.0,0.430392402,73.46109175,23.40301974,0.5807200929999999,2.555168409,65.7,0.413,33.05,18.45,13.3,5.6,15.35,14.2,0.1,52.3,0.16899999999999998,0.307,0.12,434.3,0.25,168.01,74.0,1.169204527,-0.550948918,0.8573753159999999,5.62007e-05,5.62007e-05,6.737770000000001e-05,0.000431065,-0.043404733,949.8989999999997,1907.8020000000001,224695.82700000005,34933.900000000016,0.11384696849351338,0.11225840614244108,0.11411172888535875,0.08869473126820228,0.10934604183214193,0.1318506751389992,0.1437648927720413,0.11146412496690496,0.058776806989674336,0.015885623510722795,0.0,0.0,0.0,14.0,81.2,309.0,41.0,31,52.0,32.0,74,8381.5,4,9.0,4.8,0.0,100.0,0.0,1.0,0.0,0.0,1000985410.0,3279154.0,0.815649,0.0,402030080.0,46444.0,178298000.0,45261.0,42362.0,15.5,21.3,3830,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,12.0,7664.742696699999,18.090961677,3.7028491297,3.5870721395,14.405721397,7.8,25.4,3.6487166582999997,17.000955085,36.363636364,496.0,52.260259999999995,25.94707,,84.99,82.692307692,55.223880597,92.3,62.584269663,1753,31.356153645,7.1,11.111111111,80.84725537,30.2,0,
Floyd,37.1,73.2,16.4,5.5,59.04,91.94,4.01,1.42,0.48,0.02,2.13,1958.0,0.298293723,75.22982635,22.2165475,0.153217569,2.40040858,48.5,0.417,29.3,13.6,23.95,9.85,10.7,12.7,0.1,92.7,0.382,0.289,0.122,328.4,0.268,356.37,93.9,0.074135082,-1.320352124,0.673231692,3.04851e-05,3.04851e-05,0.000140241,0.000506426,-0.245451292,1402.8709999999967,2859.8219999999933,309013.01100000035,41854.86299999998,0.14540682414698164,0.13175853018372705,0.1268591426071741,0.10726159230096237,0.10271216097987752,0.11391076115485566,0.12020997375328085,0.08818897637795275,0.050568678915135605,0.013123359580052492,52.0,0.0,0.0,25.0,79.1,356.0,23.0,33,77.0,10.0,72,6898.0,83,37.0,4.5,46.68,53.32,0.0,1.0,0.0,0.0,1510846214.0,4230422.0,0.725,0.0,583506481.0,37367.0,218109000.0,39891.0,37195.0,21.0,33.3,5712,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7350.533777,26.665047213,4.4461623076,3.9894048599,16.673529422999998,8.4,24.7,82.578343159,15.42264551,16.666666667,269.0,67.78511999999999,16.900460000000002,,98.03,89.814814815,64.285714286,92.2,48.179271709,2736,25.419420437,7.1,13.541666667000001,82.504078303,23.2,0,
